order_id,user_id,product,price,order_date
cb80ecb7-f9fd-43ce-90d7-c532b67cfba2,42ac2a12-1a0e-4c7f-a7a2-a3e95aeef652,Smartphone,842,2023-04-02
b93bf12a-4b4c-41b8-a726-48e81c01e16c,43fecbbd-1529-4563-afb2-7e34c987e25c,Laptop,1237,2024-03-22
48429b5c-5ea5-4e19-8adf-593cff625b30,9b9df07d-ce03-4a71-9811-11ae08a8c9bc,Camera,744,2022-10-22
ea720f72-3dc5-43a1-9326-f06e9aa39126,c23cddc4-8cad-4344-854c-cc2b2ccb0730,Headphones,1487,2024-04-01
0d5d5e98-5f94-401c-ad4d-d8dc2d6591a3,5aa779bd-df6d-4a29-92d0-b55c0732dde9,Camera,890,2024-06-06
315c9833-3c47-4076-a05e-9ed813d01606,6d13575d-1a1c-474b-b882-41c1880f9c5b,Laptop,337,2023-07-29
193f2f87-6a3d-44a3-959b-ddf35fc2d165,51cf8ee5-1e41-4f6a-9f2e-3cd877968e86,Tablet,1126,2023-06-14
081468b4-27a7-4a86-9ca5-c8f8e3647bc8,1bd508ad-6a70-4bf0-a9e4-0cd75a92370c,Headphones,311,2023-03-21
a1189b08-d4f3-40cb-b501-6eb038eb02b2,6a485316-fe1c-441d-bef6-5c2d96e24b75,Tablet,188,2023-09-02
7272dbac-04fb-4b2f-9b10-f6e6b67a9bb6,b1336c20-b832-4425-88d9-5f1e5b9b55e9,Laptop,1321,2023-12-04
edde9913-9785-4606-ace4-8fe418ba2731,80605e36-c709-4a39-b984-4b63297a4b48,Camera,498,2023-12-22
ef7b673f-e4c3-42bc-8f33-68695d7e2a99,0ee31397-15e0-4e68-ae01-70fee72b3add,Headphones,724,2023-02-28
08d10602-057c-4db8-bde4-3062214511be,0695d7a1-082c-47f7-a331-fecf99d7aaa9,Camera,1483,2024-05-15
73c868af-d340-441e-929f-aa3661c0f2ff,2870fe52-f1b2-4273-9c19-75237cc806c4,Laptop,741,2022-09-11
a1bb26d7-42f3-41b5-8f3e-32dda993665a,71ebc12d-9765-4fef-bfab-a7a6210691c9,Laptop,674,2023-05-20
0c8e7dd6-12ea-427e-a581-6e69630186cc,9b9df07d-ce03-4a71-9811-11ae08a8c9bc,Headphones,917,2023-11-27
e0a897e2-7acd-4b66-89dd-6943e60214c3,5575212e-ea98-4586-a988-918a7f83cee7,Headphones,147,2023-04-28
5cef4c5e-b07a-4b27-8bf3-4a22089abb39,30bf6b08-1846-41d8-a1d0-b1da70036524,Smartphone,404,2023-09-27
dcc11a45-2637-439d-9d6e-1acffec5a6da,da8b3578-cf78-4116-a8ee-c81bada9990b,Smartphone,997,2022-09-07
75742e8b-bc85-43c0-aa1d-fa003c3e55bf,96b3267c-1fcf-4b10-95f1-868e2464398c,Headphones,1281,2023-08-31
a6485fe1-dc7c-472e-aa16-f490c8f6825b,6af2d2ac-6721-4bb7-af1b-e56f2457c20b,Headphones,1327,2023-11-23
e1530540-a4fc-43c5-b8ff-7f42bd75f20d,fa6373ce-9ada-4a3c-8e71-0296a24d007d,Smartphone,1065,2023-09-05
5c6371a9-edcf-4f86-adb2-a20db7359414,b18daa7b-5101-408c-a18f-e679730614d1,Camera,1154,2022-09-16
b33951e2-2987-4f34-86ad-bbe5ca7a1d43,42ac2a12-1a0e-4c7f-a7a2-a3e95aeef652,Camera,882,2023-07-13
c3dcd8f0-5436-48be-bf73-be6b82b2878c,96b3267c-1fcf-4b10-95f1-868e2464398c,Tablet,966,2024-06-02
aa5fe1c7-4e82-4d31-852b-a453189fd406,6d13575d-1a1c-474b-b882-41c1880f9c5b,Headphones,237,2023-03-03
7b46523d-ac1a-43be-a23d-be3d53dcf871,0ee31397-15e0-4e68-ae01-70fee72b3add,Smartphone,507,2023-12-10
2e1258c7-87b2-4e33-9ba4-d3d4f281426d,96b3267c-1fcf-4b10-95f1-868e2464398c,Smartphone,418,2022-12-30
4639a1a9-3377-4ca5-9f40-b114b877fd4f,ae5e3f9d-8e6f-43ef-ad3a-7bbc52c14a44,Laptop,1105,2024-03-23
d0fb09ac-55c8-488c-a0ff-c61e7b640210,716fba64-a05b-4ebd-97f9-636cdbb44be0,Camera,222,2023-02-18
da42e988-2867-4e2f-96a2-b8a50a19c260,5aa779bd-df6d-4a29-92d0-b55c0732dde9,Camera,860,2022-12-23
38cf8ac2-92ed-40e3-94ac-39ee08a27905,1deebb01-ff6f-44b7-9857-3681a2097bf0,Laptop,391,2023-11-08
f5856eb1-4508-48b5-8c3e-21e99bff910d,bf5b5f72-f2b9-40bd-9925-084c1603882f,Tablet,1017,2023-01-07
fb069f59-3cdd-4223-9ca5-3552c1f787a2,13cd331c-8879-46c8-bf80-1362de4917fd,Camera,742,2022-09-28
c021c385-6bf3-41b8-8a93-871c24ce112d,2883d569-cc34-4b43-a744-081e1f32f5fc,Camera,646,2024-04-26
2919a74c-4166-44ad-bb9f-1e8ec4f8f8af,06654b6a-ca99-4f5d-9e1a-cc4874704e9b,Laptop,751,2022-09-22
ea56f457-1594-441b-a0ec-2a2380e82783,71ebc12d-9765-4fef-bfab-a7a6210691c9,Camera,359,2023-08-11
7fb2d766-f1cf-484c-b974-84f0624ddc14,fad04baa-e367-409f-8f49-a02bceb205de,Smartphone,337,2023-03-27
8d3fe80b-53f6-4afd-bafe-239bd252b875,b0eec7cc-1ef9-4caa-9df1-1d68339d4816,Tablet,455,2022-10-23
fc0a400f-3717-4a0e-9b94-0e716d332379,f290ca9e-d7a5-44f3-8ccf-9685b68a5ea5,Tablet,358,2024-07-24
04ea03a7-3120-48b7-a975-ac9a80c2a7a5,95f1f6c2-6b6d-479c-b878-a84bb1abaa45,Headphones,1074,2024-05-02
3bcca2e9-6a2b-4ee6-b7e3-0c88a06aa196,b1336c20-b832-4425-88d9-5f1e5b9b55e9,Headphones,1291,2024-04-28
1b974c03-edd2-4b25-b9aa-66cbf9d5b505,29aca853-d0cf-4d37-ae36-ac5243757e40,Tablet,1240,2024-06-09
2a222ff7-368a-4ac3-8f63-e0e3ade9fc31,2603d426-0653-4ec7-9011-28fb32416c2e,Tablet,1178,2023-08-23
5817e1a6-0550-407f-84f7-991ab05b9979,716fba64-a05b-4ebd-97f9-636cdbb44be0,Camera,1292,2024-06-02
96af2ca3-44bc-4742-9e87-0beafa0afbeb,f2f48219-0041-4853-a44b-212952889d25,Smartphone,1500,2022-12-25
337200b5-6171-45a8-b360-4200b5ce8ae3,34fba9a7-ae4b-478b-9cdd-5c259cc41442,Smartphone,1212,2024-07-18
c776056b-0278-4407-9c3a-03cdcc875713,6a485316-fe1c-441d-bef6-5c2d96e24b75,Smartphone,1252,2023-03-01
ce96f3b6-827f-490a-a9c7-ab5721fd8c1d,76178cf8-c213-4103-98db-4ef42f9ff043,Tablet,720,2023-09-16
9f29c6c0-e42a-48c5-bac2-c8a2d547e8a4,6d13575d-1a1c-474b-b882-41c1880f9c5b,Laptop,1203,2023-01-15
7b982d8c-638c-43c0-a7c0-4eb42536bc2a,b467d02f-afe7-47bf-b02a-6dab2368f870,Tablet,468,2023-03-03
c6c824a3-cfbe-4c8c-b21d-aff8f8c6e509,97628a38-ac91-4cc3-b54c-5ff1f7cc377e,Laptop,787,2022-09-19
a7fb0083-7fa6-4b31-ae59-42d441f1b582,fad04baa-e367-409f-8f49-a02bceb205de,Smartphone,596,2023-11-13
29afaa02-23f4-4e87-922c-bb86e785b72a,b18daa7b-5101-408c-a18f-e679730614d1,Headphones,110,2023-05-31
8da13c30-0560-43b2-bc51-3251a1e206d6,1bd508ad-6a70-4bf0-a9e4-0cd75a92370c,Laptop,1158,2022-10-12
996ed8c8-0e60-4950-8dc1-a9e37bb3738d,e0b35545-3e13-49fb-bdd3-cbdba7b72332,Tablet,1353,2023-01-07
afca9bbe-b24f-4228-8d96-b44358b39eca,ae5e3f9d-8e6f-43ef-ad3a-7bbc52c14a44,Headphones,600,2024-02-22
21224322-e563-49f6-960b-7ece9e9dff94,3761fef7-75dc-4c5b-8d1c-6ef238229a82,Camera,1260,2023-05-30
66597637-c533-4256-95e3-b49ce1f95e57,ffbc6e3b-ac39-4dec-a6dd-a234581c9c09,Headphones,1248,2022-10-22
83273d2f-27d2-4b10-a074-17bf65888a15,6a485316-fe1c-441d-bef6-5c2d96e24b75,Tablet,731,2024-05-15
dd410468-4945-4c71-9c2a-828972866c1b,fa6373ce-9ada-4a3c-8e71-0296a24d007d,Headphones,610,2023-06-14
d088cec1-ac92-4a10-9432-066d9468d96e,2cd3de26-ce91-4299-8ecd-544c27bfb6c7,Tablet,946,2023-03-22
ce5f0d31-c880-41e0-a255-c19e33be61aa,d34f3c00-4323-4157-b227-a312ff85d58d,Tablet,1131,2024-06-04
b35da398-93df-49d2-b65f-d54f5a2f5d2b,700e55ae-f48b-4041-b0d4-baccbf301426,Laptop,1111,2022-12-16
c663b2a3-81cd-4436-8b76-033faaafac50,d59fe0f1-e110-4659-a323-d03173f4b311,Tablet,902,2023-03-04
37da6d80-7a66-4280-a927-435a3101d84b,c347dc4a-7527-4215-88f2-7160589b2c12,Headphones,110,2022-12-16
c52f7d11-5546-48f1-92af-f216a70f91aa,35ba7c7b-7e46-4112-a9be-e2071e46e725,Tablet,1303,2024-06-14
58a0626f-d94e-4d8f-b5bd-e175cac44650,0e74418d-43be-4ba7-8ff9-3b981dcb23b1,Tablet,556,2024-03-25
231a07d7-35d2-4947-860d-086e634e7d62,7e4461f6-4e7e-4444-8215-0368feff373e,Tablet,380,2023-06-14
18eca192-742b-4062-a7a8-24459785f550,6d13575d-1a1c-474b-b882-41c1880f9c5b,Laptop,1035,2022-12-28
0a15728c-bca3-44b9-8386-e3c462526919,2d9bfefb-4341-4fc0-b1b1-3cf8b0264734,Camera,1149,2023-06-08
f65778be-fed8-4df2-bb67-a137e9b0a870,141caeaf-042d-4bfc-8a4b-83040da6deb8,Laptop,838,2024-06-03
3b076967-b475-45cd-aa62-238982f834bf,0c9dc1b4-9df9-4a71-bd1d-26b79a725759,Smartphone,519,2023-11-07
164c4923-0dd2-4187-866e-80b39d68a06b,716fba64-a05b-4ebd-97f9-636cdbb44be0,Smartphone,970,2024-01-09
7f996467-0ea7-4ee5-abe8-1f80d94830a2,2c50a478-6a2a-4282-9ffc-a4720ecaeeef,Camera,1121,2024-07-11
4db2ebc2-0ffd-4189-972e-73337f68c146,29aca853-d0cf-4d37-ae36-ac5243757e40,Tablet,507,2023-06-10
5056af60-4da7-4c48-8876-1d9c758ec03f,2cd3de26-ce91-4299-8ecd-544c27bfb6c7,Tablet,894,2022-12-27
e084ad4f-c9d0-47ac-bc5c-38aed9185e95,3c02defa-ff56-409a-98b5-044bb31e3fda,Laptop,924,2024-04-18
4d99f544-d438-45dc-a2d3-b6fbde56deb8,d9e7340c-a226-4953-b11c-581ed486b598,Laptop,1023,2022-08-17
d143faca-3ab8-4cf8-885f-e3b9e81c90dc,ae5e3f9d-8e6f-43ef-ad3a-7bbc52c14a44,Laptop,481,2024-01-21
9efd04ac-8023-4ba9-b431-c6b33c7552fa,96b3267c-1fcf-4b10-95f1-868e2464398c,Laptop,1192,2022-09-07
11d02a88-2165-4601-877d-25212127934e,0ed6d66c-c4ee-4d98-bb62-141d36152b60,Camera,1097,2023-06-22
ea9e4223-373c-4550-9db9-643113ed0485,1deebb01-ff6f-44b7-9857-3681a2097bf0,Smartphone,180,2024-04-23
d484b6a0-d858-463f-b8a9-03a1be57b5f4,5dfdb921-edf1-4b44-be4f-c63d7ae7d22e,Tablet,673,2022-09-21
8ee01976-2e26-40b7-b149-2ebb71f26808,0395aa02-00bc-4cab-9f3f-a3c1dc82315e,Laptop,266,2023-09-29
0251a95e-9b3a-4606-8a93-ff503d51da48,0695d7a1-082c-47f7-a331-fecf99d7aaa9,Smartphone,1044,2023-02-19
c81b236e-e75e-4b7d-ade2-8efa8ff518fe,1deebb01-ff6f-44b7-9857-3681a2097bf0,Laptop,1044,2023-11-20
3e0395f6-78eb-4016-a19f-9c2949598481,d8676475-6f35-417d-84a4-6c37fcbc7ce8,Headphones,700,2024-07-27
df4b2489-2853-4899-8bab-36fa87ff7df9,98242b40-3ea8-4084-8365-2e3381e0122f,Tablet,1127,2024-05-19
859b87cf-5a6a-4b65-8339-26f096885d03,ae5e3f9d-8e6f-43ef-ad3a-7bbc52c14a44,Headphones,487,2023-02-13
036f9e5c-5acf-4051-8a77-2ce0722bbebe,23bad3f8-87f1-46ee-80ed-0a854a280f65,Smartphone,1201,2023-12-25
c518fc6a-5275-469a-a2e6-775bb455aa9c,d8676475-6f35-417d-84a4-6c37fcbc7ce8,Smartphone,433,2023-11-08
ad7de43e-f4f7-4922-848d-a245fe60f27e,7e4461f6-4e7e-4444-8215-0368feff373e,Smartphone,203,2023-11-11
6cdb4a4c-c6b1-4078-960f-fb5d80d0903c,74e4c524-b833-45fd-85fa-e4e63359fb0d,Camera,807,2024-08-07
1828b8b9-9b43-4ff3-a2b2-238f97ab6784,4664ee6e-279e-4aa4-b1a7-01026ee2c777,Laptop,300,2022-10-06
629507ad-f093-498d-b33d-23ebf04259bd,1bd508ad-6a70-4bf0-a9e4-0cd75a92370c,Smartphone,1194,2022-10-13
b26cb6b7-6920-428c-b953-ad4cc44af371,01f9cc3a-8789-4374-9279-197ebe197b6c,Headphones,1262,2023-09-15
67434f70-0bdf-4da8-b510-c6182cdff2b1,790b1f7b-09dd-4b90-b62d-5e6340a3e449,Smartphone,428,2023-05-12
444094a1-266e-4816-95dd-9c4d95dab5a0,b0eec7cc-1ef9-4caa-9df1-1d68339d4816,Camera,753,2022-10-19
04c363b6-2bfd-4269-b259-ea5949356e8d,b9e53656-87bc-4727-93dd-699049e72d12,Laptop,349,2023-09-26
6589bda6-be33-4709-a2a5-b8dc1df06deb,897c87a4-0603-409f-b876-fd1d0cfb60fa,Laptop,281,2022-12-16
3d783117-deb7-4ea5-981b-ca601541bb4c,42ac2a12-1a0e-4c7f-a7a2-a3e95aeef652,Smartphone,1045,2024-03-31
dd3ef18d-91a2-46c3-96b4-5aa1236b9f3c,3b21efd0-1206-484e-94ca-18eac99c2508,Camera,384,2022-11-12
d8e08952-d868-4c5a-94c5-ec3d0deeb018,30bf6b08-1846-41d8-a1d0-b1da70036524,Laptop,270,2023-02-27
9931279e-2151-4b1c-bfe3-f9d8f087ed19,95f1f6c2-6b6d-479c-b878-a84bb1abaa45,Smartphone,228,2023-04-20
0c3a9507-a54d-4b0a-8ac5-9a8fb96a013f,2883d569-cc34-4b43-a744-081e1f32f5fc,Laptop,190,2023-08-08
1bafefc2-f433-4676-bd02-5fc97707ccea,76178cf8-c213-4103-98db-4ef42f9ff043,Camera,400,2023-10-03
b71a72af-96d8-40eb-bd30-8fa8e11a2068,700e55ae-f48b-4041-b0d4-baccbf301426,Headphones,948,2023-02-01
c9fbed63-c6c5-4009-87b9-5b911848e741,b1336c20-b832-4425-88d9-5f1e5b9b55e9,Camera,1259,2024-04-06
00700e4b-30c6-45ee-97ef-715b580f1a1a,f2f48219-0041-4853-a44b-212952889d25,Smartphone,159,2023-07-07
0901c9a6-264e-4b24-bc3e-414d14596d23,b57a7f90-cc1f-4dda-969c-274ac7109ea9,Tablet,598,2023-10-26
513b5a14-eec6-4ffe-842b-a9e104b4ef48,4664ee6e-279e-4aa4-b1a7-01026ee2c777,Headphones,864,2023-01-14
4115c24f-f6b7-4c98-90f3-da8dc4dc2128,80605e36-c709-4a39-b984-4b63297a4b48,Headphones,1331,2022-12-29
16641976-901b-4f5a-b091-55f5ca3a7ea2,95f1f6c2-6b6d-479c-b878-a84bb1abaa45,Smartphone,1056,2023-11-24
e5eaf253-fa88-49c4-b232-ca4890b0738b,76178cf8-c213-4103-98db-4ef42f9ff043,Laptop,319,2023-08-13
33995607-d500-4550-8e96-2a4c3c9ea51c,0395aa02-00bc-4cab-9f3f-a3c1dc82315e,Headphones,970,2024-04-27
006b5e02-4c46-49f5-8283-0b900d6fe6f7,95f1f6c2-6b6d-479c-b878-a84bb1abaa45,Camera,1423,2024-03-03
7d9ab0b2-3f02-4344-9cae-318658d07d09,2603d426-0653-4ec7-9011-28fb32416c2e,Headphones,1284,2023-11-30
4b60daf0-a802-4059-abbc-150c2acbab60,ffbc6e3b-ac39-4dec-a6dd-a234581c9c09,Smartphone,339,2023-01-01
93c42117-20fd-48e1-9dce-91ecafd281f8,4664ee6e-279e-4aa4-b1a7-01026ee2c777,Tablet,1114,2024-07-18
32926d3c-b068-4e19-ad4c-51a61c02a4a1,d3e058e3-bda8-4185-98ee-870fb60f518e,Camera,786,2024-01-20
cd6fdb6b-0559-40b2-8572-fc47e72a73d7,97628a38-ac91-4cc3-b54c-5ff1f7cc377e,Laptop,289,2022-10-10
f1f44d99-8a53-48c2-8142-05705f0a6119,700e55ae-f48b-4041-b0d4-baccbf301426,Tablet,414,2023-12-10
c76d6e5d-028c-446d-8405-9c551892fb01,6d13575d-1a1c-474b-b882-41c1880f9c5b,Headphones,853,2023-09-01
6216a97e-d74f-49b4-b397-1498f530f6f3,2c50a478-6a2a-4282-9ffc-a4720ecaeeef,Smartphone,891,2024-05-22
51a7732c-b5e3-4392-9a84-b711bfd90f86,1161e1ed-e2b8-4ddb-ac05-d6deef46f185,Camera,424,2023-11-04
3f026769-856a-4b20-9b41-2b27ff8e3ea1,70086e7b-5912-49ab-8999-79b1a1dce07f,Tablet,413,2023-12-13
0a519ee3-e7d7-4cab-992f-5243d0230e39,29d104c6-2f60-4912-9dee-130c3e47d7ac,Tablet,917,2022-12-30
a59229c3-8eaa-4e81-8b3a-86c6a6d41133,f2f48219-0041-4853-a44b-212952889d25,Laptop,1176,2024-06-30
79b1444b-d650-41f9-b6c5-a1cc2f9d651c,b57a7f90-cc1f-4dda-969c-274ac7109ea9,Tablet,1164,2022-12-01
7cbac36b-9e79-4953-8695-f1465ac8b825,80605e36-c709-4a39-b984-4b63297a4b48,Camera,287,2022-12-28
e2262dc3-3794-4c26-b967-9ea3a60fb6a3,d59fe0f1-e110-4659-a323-d03173f4b311,Camera,1136,2024-02-21
db5b83d0-1bf8-45ab-badc-bbc74549d6b0,74e4c524-b833-45fd-85fa-e4e63359fb0d,Laptop,1198,2022-11-28
6a273d8b-b1cf-4b2e-812f-860c49ce0977,13cd331c-8879-46c8-bf80-1362de4917fd,Smartphone,1397,2024-08-07
ff6e3558-54a4-4087-9ef9-23a603e7818f,716fba64-a05b-4ebd-97f9-636cdbb44be0,Camera,802,2024-07-31
d2248d66-403b-42d7-80ca-9e5590193ebc,74e4c524-b833-45fd-85fa-e4e63359fb0d,Smartphone,253,2024-04-17
a48898fd-f48c-4bb9-845f-750d1bcf370f,4cf7c53e-facb-4fae-950b-5a3c5b78d376,Smartphone,432,2023-06-03
6e735df2-ff99-49a8-bad4-5ee907e90a33,06654b6a-ca99-4f5d-9e1a-cc4874704e9b,Camera,1158,2024-05-29
a88d9b30-d755-4d77-a0e9-41b93baca360,c23cddc4-8cad-4344-854c-cc2b2ccb0730,Tablet,388,2022-11-30
a9bed798-3834-44ab-853a-e6108d8bc082,5aa779bd-df6d-4a29-92d0-b55c0732dde9,Laptop,1384,2023-02-19
6acfa273-2075-46a4-8e35-9b59822cff9c,4664ee6e-279e-4aa4-b1a7-01026ee2c777,Smartphone,1380,2022-09-28
be89a3da-3e2a-457f-b374-045de46092b3,d9e7340c-a226-4953-b11c-581ed486b598,Camera,1403,2023-06-09
fb62a92d-9ec5-40cd-b066-8c00cb2b7426,95f1f6c2-6b6d-479c-b878-a84bb1abaa45,Laptop,844,2024-06-19
1467a061-98e1-45cc-b171-b7c61091b8a2,2603d426-0653-4ec7-9011-28fb32416c2e,Smartphone,253,2022-12-17
1885f14f-6318-43b1-a8a0-0768823a2600,dd547442-425b-4c3f-a680-ecc0a6ee23ac,Headphones,1443,2022-09-23
e701e369-671d-4a0a-8411-b77c3ebcec9c,34e05096-ef5d-416a-8f51-8e38a0b61d20,Tablet,1427,2022-10-04
55750a58-cded-4436-8d68-25eecd2cd00d,3b21efd0-1206-484e-94ca-18eac99c2508,Camera,1230,2024-06-08
e332a247-a098-48ed-9264-ff6df45fd5b5,0c9dc1b4-9df9-4a71-bd1d-26b79a725759,Smartphone,599,2023-06-23
d03432a4-cfbc-46a0-b952-c7a58aa4136c,2cd3de26-ce91-4299-8ecd-544c27bfb6c7,Laptop,1055,2023-01-22
f1e0cd46-49f0-4e67-9dd4-7d34645d2dba,5575212e-ea98-4586-a988-918a7f83cee7,Smartphone,368,2024-05-23
66e1ad52-d269-46b8-8f0f-2a50da62d8ba,16774b2a-1b32-444f-8150-d043d7bd011d,Camera,1078,2023-06-19
b8591751-5928-41e2-9938-cbb949f6e67c,1c070d75-0e49-4d7a-89c8-80b05ebb6bfa,Tablet,839,2024-03-31
ddfb2c5c-8aef-477c-9e27-a01c5c281d67,e0b35545-3e13-49fb-bdd3-cbdba7b72332,Tablet,991,2023-10-17
7c5cce61-6393-4a58-b4ea-18319f69daf6,5575212e-ea98-4586-a988-918a7f83cee7,Camera,988,2022-11-03
33212b68-bd6f-4675-ae7e-2d18d9506a60,34e05096-ef5d-416a-8f51-8e38a0b61d20,Headphones,870,2023-10-24
005c6aa0-c3d6-4ba8-b9de-7cdd7877f056,16774b2a-1b32-444f-8150-d043d7bd011d,Camera,173,2022-10-03
43a4e7da-90f0-41f6-beb2-0ca0a77587ce,80605e36-c709-4a39-b984-4b63297a4b48,Camera,433,2023-06-24
751981fa-77e2-4ef2-b753-f53df1f0d057,23bad3f8-87f1-46ee-80ed-0a854a280f65,Smartphone,405,2023-01-17
d95ccc05-501e-4e83-b783-27fb04a8399f,ae5e3f9d-8e6f-43ef-ad3a-7bbc52c14a44,Tablet,1429,2022-11-16
02907068-61ce-4550-9e48-0c65ab469fdc,23bad3f8-87f1-46ee-80ed-0a854a280f65,Smartphone,282,2023-07-31
17890473-7f6f-49d7-9c0a-44a002d8a041,0c9dc1b4-9df9-4a71-bd1d-26b79a725759,Tablet,454,2023-05-28
3d589816-400e-4712-9008-144d6e472878,b0eec7cc-1ef9-4caa-9df1-1d68339d4816,Smartphone,465,2023-08-04
6a8ba5e7-cc13-4dc9-a59d-2747d4e92a99,d27f1c41-ee8f-4807-a000-3b6a0974a932,Camera,1183,2024-01-24
b02e01b1-48a3-407d-8956-9f92e54f09fb,700e55ae-f48b-4041-b0d4-baccbf301426,Headphones,405,2024-02-29
b0f7e930-681d-4a2c-87ab-73f8cb6966c8,0e74418d-43be-4ba7-8ff9-3b981dcb23b1,Camera,1378,2024-06-12
fff63a7b-ad97-4e84-a362-b662b23eb36a,447c07b5-86f2-4c27-8c33-f367b0c2ae5c,Camera,290,2023-05-29
9e4cdf78-1c31-4514-b3db-68ca384d7c03,76178cf8-c213-4103-98db-4ef42f9ff043,Laptop,928,2024-03-19
